Unsorted:                               Sorted:
61873                   67582
49440                   67594
41928                   67629
78694                   67649
35068                   67669
23266                   67705
49653                   67754
32233                   67780
55258                   67796
47044                   67817
87466                   67896
27748                   67910
40818                   67980
81218                   67995
1424                   68053
56929                   68062
60708                   68120
14526                   68169
4211                   68230
59574                   68299
89539                   68339
17797                   68346
43276                   68391
65502                   68411
55024                   68413
24361                   68433
16493                   68451
29706                   68534
98285                   68559
67796                   68582
94704                   68661
47983                   68664
95458                   68779
24501                   68832
10880                   68860
57895                   68879
53149                   68893
38595                   68923
72576                   68927
46289                   68943
64467                   69091
8003                   69092
43901                   69185
19718                   69194
54050                   69212
63742                   69239
15008                   69271
55754                   69287
53406                   69288
23118                   69336
27754                   69406
47258                   69495
10668                   69534
48291                   69559
65093                   69580
48598                   69623
92928                   69637
8469                   69637
26802                   69654
1996                   69694
58654                   69725
94055                   69739
95562                   69782
49058                   69856
39552                   69873
85128                   69886
6867                   69995
35861                   70006
27450                   70076
85193                   70084
99527                   70084
13836                   70099
55793                   70119
70362                   70148
77608                   70152
42877                   70167
59671                   70209
73582                   70217
20363                   70235
73907                   70288
46093                   70299
11149                   70316
72900                   70362
8210                   70434
63565                   70466
76048                   70489
46297                   70491
47702                   70580
67272                   70593
44965                   70614
41548                   70629
86536                   70681
49760                   70702
99255                   70705
6316                   70717
31972                   70748
74439                   70773
19276                   70794
89559                   70825
209                   70826
42337                   70841
68411                   70845
50133                   70855
31853                   71016
30633                   71024
81040                   71026
38797                   71086
9750                   71172
68053                   71177
74975                   71185
23579                   71212
45916                   71228
37829                   71292
43162                   71292
33728                   71319
28503                   71354
90965                   71356
35096                   71357
99469                   71422
8316                   71475
11921                   71618
51306                   71655
12127                   71712
97265                   71716
86486                   71729
50217                   71771
23310                   71787
57823                   71864
21442                   71950
54286                   71954
47092                   72015
84507                   72023
49202                   72053
17271                   72112
92373                   72139
90573                   72252
74950                   72257
58536                   72267
50972                   72295
35880                   72329
30010                   72356
84417                   72364
87532                   72423
68893                   72517
14315                   72518
62190                   72576
1322                   72631
46101                   72632
36663                   72664
10566                   72682
73702                   72714
50749                   72773
36411                   72799
89706                   72828
60138                   72840
55473                   72897
40335                   72900
35118                   72979
50281                   73030
21494                   73055
13006                   73064
35126                   73075
44391                   73106
52775                   73152
55428                   73248
96076                   73253
49792                   73253
17893                   73259
87041                   73320
74193                   73339
79552                   73351
61452                   73355
51430                   73391
36148                   73425
4662                   73429
19305                   73431
88205                   73448
38634                   73453
90197                   73465
39657                   73466
54576                   73477
12475                   73582
36591                   73639
94665                   73647
80507                   73702
23856                   73709
19051                   73719
67582                   73735
99121                   73739
45765                   73800
34512                   73819
80442                   73851
28340                   73859
68832                   73907
45874                   73952
67594                   73986
24682                   74015
76839                   74039
44856                   74135
79235                   74185
69623                   74191
27521                   74193
41707                   74200
68923                   74222
45053                   74257
79563                   74257
7759                   74276
12144                   74314
61915                   74314
69654                   74333
34201                   74375
36174                   74425
38088                   74439
17714                   74441
798                   74442
26316                   74477
90119                   74496
6481                   74654
67195                   74655
7207                   74700
68664                   74765
69212                   74889
61094                   74901
58307                   74908
73431                   74916
34500                   74950
77404                   74968
83130                   74975
69185                   74978
20332                   74997
48716                   75016
29267                   75022
43564                   75036
48666                   75044
81070                   75053
83905                   75064
44187                   75135
1565                   75197
74765                   75232
89149                   75235
56405                   75239
31441                   75263
93822                   75264
84160                   75268
98419                   75278
62032                   75397
52536                   75463
21758                   75476
47717                   75525
94467                   75593
43029                   75617
90899                   75742
60039                   75765
18137                   75781
76326                   75819
97266                   75831
13346                   75837
95277                   75898
34147                   75905
45092                   75978
6430                   76005
27710                   76048
76061                   76051
70855                   76061
21873                   76068
79731                   76087
36031                   76112
54554                   76146
16960                   76174
13752                   76247
13242                   76309
15807                   76326
79067                   76350
48212                   76371
16144                   76385
1722                   76430
49302                   76578
81719                   76594
90963                   76595
682                   76629
65409                   76641
21657                   76657
45020                   76699
40944                   76724
99289                   76751
19726                   76839
19873                   76868
41838                   76871
21780                   76888
23344                   76895
27965                   76896
23334                   76970
7798                   76977
85409                   77001
78012                   77006
70152                   77014
90954                   77040
39568                   77101
76657                   77164
36040                   77195
7736                   77258
37348                   77278
99501                   77329
52515                   77340
13285                   77391
90769                   77400
59                   77404
20678                   77446
19280                   77472
45388                   77509
31832                   77510
75831                   77513
23505                   77557
5948                   77559
18131                   77601
76888                   77604
85112                   77606
14584                   77608
92945                   77635
72631                   77638
24617                   77672
26294                   77707
66141                   77754
26450                   77870
3114                   77877
17946                   77880
54145                   77882
74375                   77896
13727                   77931
41524                   77937
1668                   77938
63352                   77946
87458                   78012
88060                   78028
80204                   78040
5675                   78089
20729                   78105
28218                   78160
82477                   78204
96061                   78274
54915                   78338
13722                   78524
2271                   78588
90994                   78685
89536                   78687
95414                   78694
20069                   78697
99543                   78710
55685                   78717
75197                   78719
3193                   78721
60498                   78726
88736                   78755
91079                   78758
45575                   78820
31215                   78877
11220                   78897
59                   78899
60898                   78949
87180                   78969
63238                   79018
34467                   79067
92622                   79128
29109                   79155
80304                   79184
71771                   79235
75235                   79252
14619                   79268
84034                   79384
96008                   79406
78721                   79456
74655                   79471
76724                   79505
747                   79519
24465                   79525
14733                   79552
33499                   79556
52985                   79563
89413                   79566
89218                   79632
55981                   79685
61730                   79686
97136                   79692
70491                   79700
63288                   79731
78040                   79779
20602                   79779
43995                   79813
36155                   79896
83892                   79905
40740                   79949
3669                   79980
74978                   79981
46101                   79992
19723                   80067
87062                   80123
80182                   80143
39893                   80166
62530                   80171
11953                   80182
73055                   80204
80302                   80292
7597                   80302
55267                   80304
19093                   80327
53043                   80337
82979                   80426
11352                   80442
88532                   80449
13185                   80507
93926                   80517
49740                   80519
49133                   80532
73253                   80547
95736                   80569
84006                   80612
19743                   80792
37336                   80805
63921                   80864
31735                   80869
73253                   80892
43178                   80955
92843                   80965
65937                   80985
44596                   80995
52381                   81013
20514                   81028
2164                   81040
98441                   81053
13143                   81069
14488                   81070
76051                   81098
60185                   81101
92651                   81173
94304                   81205
62523                   81208
39711                   81218
83684                   81221
24803                   81263
38811                   81358
86745                   81403
36470                   81467
22468                   81557
13239                   81578
69495                   81587
91936                   81621
2909                   81657
24630                   81719
24914                   81846
41814                   81927
6358                   82002
56935                   82064
73429                   82180
41522                   82195
41555                   82223
7174                   82255
20480                   82263
24410                   82376
20392                   82386
60108                   82449
33095                   82455
68534                   82468
94668                   82477
35007                   82517
2665                   82651
91845                   82684
30226                   82694
82180                   82786
99478                   82882
44839                   82898
11314                   82903
89918                   82977
5741                   82979
13197                   83026
67180                   83130
36560                   83168
1148                   83196
28581                   83257
54741                   83430
95712                   83434
79905                   83440
5123                   83509
51986                   83536
87724                   83544
63506                   83628
29105                   83684
66017                   83724
79686                   83725
97605                   83728
31207                   83804
13956                   83892
75264                   83905
74700                   83986
32216                   84006
73709                   84034
41326                   84122
24388                   84152
27891                   84158
58632                   84160
22827                   84180
1882                   84194
53579                   84196
98148                   84245
7926                   84254
63960                   84262
20782                   84279
73647                   84309
77882                   84315
60332                   84318
42622                   84342
87499                   84377
8375                   84391
23166                   84417
4589                   84443
79018                   84507
45021                   84534
13470                   84540
29552                   84540
92383                   84540
54908                   84541
30987                   84543
91089                   84584
71712                   84607
36595                   84632
90976                   84697
23272                   84755
79692                   84776
88236                   84814
85863                   84856
36976                   84889
76977                   84955
36484                   85043
23486                   85068
4872                   85107
48474                   85112
20431                   85128
94068                   85133
65255                   85145
47428                   85193
72252                   85231
61329                   85234
77509                   85244
12359                   85265
48069                   85338
37972                   85382
84158                   85409
35803                   85411
2362                   85413
14533                   85460
36065                   85502
3628                   85507
86770                   85544
98331                   85587
52649                   85592
16506                   85598
51274                   85599
6975                   85607
28992                   85703
59087                   85737
60571                   85784
36853                   85863
19330                   85915
78755                   85981
50942                   86003
44895                   86065
23255                   86066
9394                   86116
14893                   86123
85502                   86126
56148                   86149
14862                   86156
95431                   86158
1819                   86220
5009                   86233
81028                   86281
84443                   86324
17653                   86357
54714                   86399
90145                   86411
19648                   86423
22450                   86486
4484                   86486
15792                   86536
41283                   86624
93445                   86634
61785                   86745
37664                   86755
66787                   86763
39893                   86770
11415                   86814
75239                   86834
6047                   86839
26947                   86923
1310                   87041
20526                   87062
22791                   87140
11026                   87146
39085                   87180
10926                   87182
66923                   87183
36014                   87237
67896                   87251
98487                   87324
63700                   87394
37898                   87458
14568                   87466
61802                   87499
31369                   87532
70845                   87538
4119                   87551
22142                   87574
23648                   87607
45687                   87647
97293                   87713
79992                   87724
77880                   87735
43347                   87766
93199                   87771
19500                   87831
5463                   87975
1292                   88040
4048                   88060
48448                   88166
1020                   88175
70794                   88201
51125                   88205
91076                   88224
52099                   88236
38686                   88241
97820                   88251
21651                   88284
33407                   88292
39377                   88507
76068                   88532
20650                   88540
82694                   88563
88851                   88596
47478                   88661
45876                   88692
27111                   88704
60560                   88736
91322                   88776
38275                   88796
23638                   88799
903                   88851
64129                   88910
28983                   88961
52001                   88985
76578                   89006
59164                   89063
97165                   89095
19909                   89138
87394                   89149
74191                   89149
8280                   89218
4859                   89252
37654                   89292
69694                   89321
8828                   89327
82386                   89393
75819                   89413
75742                   89418
94815                   89448
93197                   89475
9550                   89481
11108                   89496
66367                   89536
67398                   89539
1913                   89559
73106                   89613
65395                   89637
36362                   89656
59013                   89702
47595                   89706
17932                   89733
48409                   89745
16840                   89765
46597                   89849
72423                   89918
84607                   90014
32299                   90021
9073                   90032
4709                   90059
51646                   90087
52619                   90090
6628                   90103
72664                   90119
52171                   90145
82376                   90197
4544                   90269
14013                   90278
66813                   90285
71864                   90286
16139                   90371
55135                   90383
5825                   90400
36018                   90435
39588                   90453
978                   90509
25002                   90513
90032                   90541
34694                   90573
2896                   90578
21630                   90614
3939                   90678
83986                   90766
45994                   90769
98291                   90797
22019                   90799
61178                   90806
37563                   90820
15693                   90861
22222                   90870
70773                   90899
22989                   90926
41879                   90954
57833                   90960
6038                   90963
32085                   90963
86003                   90965
60832                   90976
37747                   90994
79980                   91036
69336                   91047
23994                   91076
40582                   91079
94471                   91089
30165                   91112
42850                   91114
66921                   91165
45656                   91167
35684                   91202
32792                   91216
31073                   91224
25904                   91242
70167                   91298
69637                   91322
2841                   91373
99454                   91394
47426                   91457
77606                   91479
70434                   91547
41450                   91591
22480                   91665
23679                   91697
94843                   91765
51992                   91781
92087                   91811
10484                   91816
96593                   91845
93945                   91936
26989                   91959
71292                   92005
68413                   92039
84541                   92060
18130                   92087
85981                   92171
37728                   92174
83430                   92226
41076                   92286
10603                   92288
24460                   92315
71026                   92356
95882                   92373
57362                   92373
74314                   92383
51335                   92489
38479                   92491
48864                   92513
31334                   92530
31732                   92622
37814                   92651
92226                   92724
92826                   92759
43125                   92767
11144                   92772
20693                   92821
84856                   92821
85915                   92826
99782                   92843
92724                   92856
50527                   92898
3773                   92928
90435                   92928
28870                   92945
48507                   92963
18742                   93007
21321                   93046
94152                   93080
8294                   93108
41438                   93117
26565                   93124
25156                   93132
63532                   93134
65225                   93189
87324                   93197
68062                   93199
2289                   93220
90090                   93243
94930                   93243
56600                   93245
49064                   93250
53644                   93275
41123                   93328
89095                   93355
57298                   93445
70702                   93454
47621                   93529
72799                   93533
24068                   93569
9376                   93579
93655                   93622
38184                   93655
39213                   93769
91242                   93773
59606                   93822
61631                   93844
42740                   93851
83804                   93924
15899                   93925
63982                   93926
19512                   93945
61916                   93959
63103                   93961
60386                   94000
17429                   94055
90513                   94068
18749                   94109
51174                   94122
14536                   94152
22387                   94158
43930                   94304
60665                   94313
5371                   94371
38806                   94451
50874                   94452
65532                   94467
88985                   94471
58771                   94523
94109                   94542
36883                   94581
4316                   94636
86066                   94650
8234                   94665
31677                   94665
49097                   94668
8331                   94701
16926                   94704
16075                   94746
59215                   94762
55823                   94765
93243                   94815
63949                   94843
92821                   94858
51597                   94885
2287                   94919
8125                   94930
46711                   94961
58880                   94976
10061                   95067
60287                   95244
12504                   95277
98621                   95329
42266                   95332
57447                   95333
87607                   95401
26711                   95414
38170                   95431
55129                   95458
89656                   95562
84262                   95614
30619                   95617
88284                   95644
2102                   95712
89702                   95736
22176                   95778
60330                   95791
39174                   95812
8710                   95829
9239                   95838
38773                   95877
35189                   95882
28516                   95918
96823                   95991
85411                   96008
39072                   96025
40662                   96061
36313                   96076
48095                   96149
59827                   96202
99905                   96224
23335                   96266
30664                   96274
34868                   96275
16103                   96293
37238                   96364
20527                   96370
63064                   96378
26793                   96408
32052                   96446
15489                   96472
29347                   96502
85265                   96593
38240                   96596
78685                   96605
7912                   96738
90766                   96777
3989                   96823
80985                   96913
16864                   96945
83509                   96954
97602                   97001
90861                   97007
73477                   97023
27837                   97064
35553                   97098
88224                   97136
80067                   97165
19021                   97180
86233                   97225
17973                   97228
14327                   97265
77754                   97266
64199                   97292
57500                   97293
18734                   97316
66485                   97330
42337                   97332
42489                   97396
80805                   97397
47676                   97449
9870                   97508
88692                   97558
20148                   97602
96913                   97605
36578                   97645
9513                   97820
54218                   97837
9990                   97844
71787                   98015
33330                   98049
85043                   98102
27686                   98105
7121                   98148
47867                   98155
56211                   98239
47548                   98285
68451                   98291
34612                   98313
45086                   98315
74185                   98331
60953                   98345
65063                   98359
52651                   98375
5881                   98419
40809                   98441
94451                   98487
20462                   98621
33303                   98642
15917                   98681
31459                   98745
10143                   98810
16461                   98836
17770                   98949
4433                   98953
1949                   99015
93007                   99021
98105                   99040
94762                   99042
2661                   99088
79779                   99121
14947                   99255
16001                   99279
43079                   99283
69288                   99289
2949                   99393
89496                   99454
31200                   99455
2285                   99459
90014                   99469
65556                   99478
41112                   99501
39023                   99501
61883                   99527
33630                   99543
19536                   99618
25308                   99780
3623                   99782
51041                   99791
29776                   99811
92286                   99825
48106                   99872
37243                   99891
95614                   99905
23466                   99937
6428                   99959
53990                   99990
